FIPS,Area.Name,TotalPop,PovertyRate,BlackPovertyRate,BlackPop,per_ba,Per_Black,pop.density,tot.protests,tot.attend,deaths,deaths_black,deaths_pc,deaths_black_pc,blackmayor,mayorrep,dem_share,crime
1842426,Lawrence,46235,17.2,27.9,11013,32.65396695,23.8196171731372,2298.64770806403,0,0,0,0,0,0,0,1,58.66361,0
1848528,Merrillville,34810,17.1,21,16582,20.48044349,47.6357368572249,1047.98892100193,0,0,0,0,0,0,1,0,76.20258,0
1849932,Mishawaka,46565,20.6,36.2,3140,24.03200411,6.74326210673252,2741.05250765246,0,0,0,0,0,0,0,1,56.38845,0
1851876,Muncie,62703,33.1,42,5469,22.76059844,8.72207071431989,2304.49483626741,0,0,0,0,0,0,0,0,66.49692,0
1852326,New Albany,35606,20.7,41.4,2718,16.87686691,7.63354490816155,2397.87191056637,0,0,0,0,0,0,0,0,53.9607,0
1854180,Noblesville,55792,6.8,21.7,2383,46.27634133,4.27122168052767,1778.23107569721,0,0,0,0,0,0,0,1,38.88812,0
1861092,Portage,36701,14.3,22.5,3005,15.46224618,8.18778779869758,1431.22879538276,0,0,0,0,0,0,0,1,60.72861,0
1864260,Richmond,34297,27.9,34.1,2332,18.01671214,6.79942852144502,1434.12084465816,2,56,0,0,0,0,0,0,54.86899,0
1871000,South Bend,98410,27.8,45.1,26596,23.78833549,27.025708769434,2374.52948557089,0,0,1,1,0.101615689462453,0.101615689462453,0,0,72.67245,0
1875428,Terre Haute,52203,25.5,46.2,3786,21.0752752,7.25245675535889,1487.01076739019,1,20,0,0,0,0,0,1,63.62541,0
1882700,Westfield,32270,5,0,1197,57.987415,3.70932754880694,1268.72419893847,0,0,0,0,0,0,0,1,35.70402,0
1901855,Ames,53029,30,34.8,1955,63.31134127,3.6866620151238,2195.90873328088,1,50,1,0,0.18857606215467,0,0,0,58.35238,0
1902305,Ankeny,48849,6.5,11.7,461,45.28301887,0.943724538885136,1670.05128205128,0,0,1,0,0.204712481319986,0,0,0,42.8812,0
1906355,Bettendorf,34046,5.9,26.3,1183,48.60928277,3.47471068554309,1604.65664325777,0,0,0,0,0,0,0,1,42.89874,0
1911755,Cedar Falls,35360,19.7,56.9,793,45.29701785,2.24264705882353,1229.99860859886,0,0,0,0,0,0,0,0,52.69962,0
1912000,Cedar Rapids,124669,11.9,40.4,7887,31.23953708,6.32635218057416,1758.0556456503,0,0,0,0,0,0,0,1,59.51069,0
1916860,Council Bluffs,60125,16.2,42.9,646,17.75890069,1.07442827442827,1545.07375237704,0,0,0,0,0,0,0,1,49.25083,0
1919000,Davenport,98622,17.7,36.3,11651,27.59322138,11.8137940824562,1566.7466281157199,0,0,0,0,0,0,0,0,56.77014,0
1921000,Des Moines,201343,19.9,39.6,22023,24.88408863,10.9380509876181,2481.91657216114,4,240,2,0,0.0993329790457081,0,0,0,62.76855,0
1922395,Dubuque,54376,14.8,50.3,1079,29.59796734,1.98433132264234,1877.55947653741,0,0,0,0,0,0,0,0,58.86201,0
1938595,Iowa City,63887,27.6,47.4,3866,59.18596684,6.05130934305884,2565.43388346786,1,40,0,0,0,0,0,0,65.96765,0
1949485,Marion,35420,6.3,15.1,680,33.86565484,1.9198193111236601,2282.21649484536,0,0,0,0,0,0,0,1,51.98372,0
1973335,Sioux City,79902,16.6,27.4,2716,20.72588348,3.39916397587044,1425.34517820828,0,0,1,0,0.12515331280819,0,0,0,48.57811,0
1979950,Urbandale,40902,5.8,13.8,1225,48.53857726,2.9949635714635,1915.33598688832,0,0,0,0,0,0,0,1,43.62846,0
1982425,Waterloo,67334,18.6,38.9,10759,20.52118001,15.9785546677756,1087.50565281995,0,0,0,0,0,0,1,0,61.10973,1
1983910,West Des Moines,59509,7.7,18.8,2241,52.53345961,3.76581693525349,1574.39547065982,0,0,0,0,0,0,0,1,47.18343,0
203000,Anchorage,291067,8.3,15.1,16864,33.24485017,5.79385502307029,170.742023020816,2,145,1,0,0.0343563509432536,0,0,0,37.87343,0
2033625,Hutchinson,39242,14.5,40.1,1009,20.78577117,2.57122470822078,1741.68922817452,0,0,0,0,0,0,0,0,42.41423,0
2036000,Kansas City,146153,25.4,32.9,38387,15.59970567,26.264941533872,1172.9963562818,0,0,3,2,0.205264346267268,0.136842897511512,1,0,72.648,0
2038900,Lawrence,81969,21.3,20.4,3818,53.75233145,4.6578584586856,2492.36803697397,0,0,0,0,0,0,0,1,70.76627,0
2039000,Leavenworth,32486,14.7,21.5,3850,33.59436564,11.8512590038786,1353.3013955426,0,0,1,0,0.307824909191652,0,0,1,50.84992,0
2039075,Leawood,32841,3.3,39.3,466,74.31792559,1.41895800980482,2180.09824747743,0,0,0,0,0,0,0,1,39.73451,0
2039350,Lenexa,49047,7.6,8,2754,54.72055288,5.6150223255245,1437.19049433,0,0,0,0,0,0,0,1,46.00363,0
2044250,Manhattan,49107,25.4,23.6,3032,52.27412415,6.17427250697457,2619.73859695919,0,0,0,0,0,0,0,0,49.63035,0
2052575,Olathe,128102,7.4,8.1,6202,45.31499601,4.84145446597243,2163.99479703363,0,0,1,0,0.0780627937112613,0,0,1,42.80466,0
2053775,Overland Park,177340,6,16,8539,57.70460542,4.81504454719747,2371.61656146357,0,0,0,0,0,0,0,1,46.24914,0
2062700,Salina,46418,19.4,25.4,1426,24.12595432,3.07208410530398,1848.43899330997,0,0,0,0,0,0,0,0,38.63042,0
2064500,Shawnee,62991,7.5,24.9,2831,43.29798903,4.49429283548443,1504.76577243735,0,0,0,0,0,0,0,1,44.99289,0
2071000,Topeka,123626,20.5,28.7,13116,27.98312771,10.6094187306877,2060.8111487106,0,0,1,0,0.0808891333538252,0,0,0,55.04942,0
2079000,Wichita,380037,17.3,30.2,43231,28.99525921,11.3754713356857,2387.06212666528,0,0,4,1,0.105252909585119,0.0263132273962798,0,1,47.48065,0
2200975,Alexandria,46514,27.2,35.7,27779,20.51690805,59.7218041879864,1637.12515838378,0,0,0,0,0,0,0,0,59.00078,1
2205000,Baton Rouge,220776,25.5,31,123273,32.85976304,55.8362321991521,2869.00925252105,2,10,1,1,0.045294778417944,0.045294778417944,1,0,58.72771,1
2208920,Bossier City,63074,16.5,31.2,16731,26.25009287,26.5259853505406,1494.92794842624,0,0,1,0,0.158543932523702,0,0,1,31.60941,0
2236255,Houma,33510,20.9,38.2,8355,16.14540466,24.9328558639212,2325.79122709606,1,0,0,0,0,0,0,0,33.69454,0
2239475,Kenner,66511,14.9,30.9,14495,22.51993204,21.7933875599525,4462.32807782623,0,0,2,2,0.300702139495722,0.300702139495722,0,1,36.8267,0
2240735,Lafayette,119433,19.4,34.3,36950,33.77401523,30.9378479984594,2427.54934043375,1,0,2,0,0.167457905269063,0,0,1,38.08234,0
2241155,Lake Charles,70469,23.6,32.4,34622,24.22931914,49.1308234826661,1686.74900665422,0,0,0,0,0,0,0,0,57.47765,0
224230,Fairbanks,30055,13.1,17.5,2602,21.58161502,8.65746132091166,948.137165210259,0,0,0,0,0,0,0,0,33.79104,0
224230,Fairbanks,30055,13.1,17.5,2602,21.58161502,8.65746132091166,948.137165210259,0,0,0,0,0,0,0,0,33.79104,0
2251410,Monroe,46496,35.6,45.4,30449,27.67396334,65.4873537508603,1597.08721189846,0,0,0,0,0,0,1,0,60.00759,0
2254035,New Iberia,30197,24.1,37.2,12134,16.00889972,40.1827996158559,2710.68222621185,0,0,2,1,0.662317448753187,0.331158724376594,0,0,44.33534,0
2255000,New Orleans,357411,27.7,35.6,214584,34.74464821,60.0384431368928,2109.57780230547,3,75,3,3,0.0839369801153294,0.0839369801153294,0,0,78.85639,1
2270000,Shreveport,196172,23.1,33.7,108826,25.70940413,55.4747874314377,1861.3910238163,1,14,3,1,0.152927023224517,0.0509756744081724,1,0,58.81153,0
236400,Juneau,31591,6.4,12.5,360,38.11586855,1.13956506599981,11.6920084191639,0,0,0,0,0,0,0,1,53.32568,0
2401600,Annapolis,37841,10.8,24.2,9070,45.94778919,23.9687111862794,5254.96458825163,2,30,1,1,0.264263629396686,0.264263629396686,0,1,68.37084,0
2404000,Baltimore,598360,24.2,28.3,379557,28.07632475,63.4328832141186,7391.90591490834,16,10124,17,11,0.284109900394411,0.183835817902266,1,0,88.32075,1
2408775,Bowie,55818,3.3,3.3,26594,48.15295739,47.6441291339711,3011.49177232263,0,0,0,0,0,0,0,0,75.92659,0
2430325,Frederick,65073,10.8,17.8,12194,38.03202936,18.7389547123999,3133.93373145829,1,75,1,0,0.153673566609807,0,0,1,62.318600000000004,0
2431175,Gaithersburg,62752,9.6,14,10197,51.74975471,16.2496812850586,6135.91473550406,0,0,2,1,0.318714941356451,0.159357470678225,0,0,71.96089,0
2436075,Hagerstown,39484,26.1,39.3,7503,17.36431703,19.0026339783203,3411.14470842333,0,0,1,0,0.253267146185797,0,0,0,57.68909,0
2467675,Rockville,62730,6.5,14,5638,62.65566625,8.98772517136936,4649.0772993404,0,0,0,0,0,0,0,0,70.85983,0
2469925,Salisbury,30109,30.7,36.1,10729,28.20742867,35.6338636288153,2258.23145578639,1,40,2,2,0.664253213324919,0.664253213324919,0,0,59.97292,1
2502690,Attleboro,43229,9.2,6,1971,30.47152727,4.55943926530801,1612.48088328546,0,0,0,0,0,0,0,1,67.91227,0
2505595,Beverly,37476,8.6,22.1,489,45.798412,1.30483509446045,2310.0536275658,0,0,0,0,0,0,0,0,70.46714,0
2507000,Boston,597942,21.9,25.4,156752,44.89894813,26.2152516464808,12388.4722164671,16,5089,4,3,0.0668961203594998,0.0501720902696248,0,0,89.10958,0
2509000,Brockton,92550,17.9,20.8,36357,18.20572469,39.2836304700162,4337.12920005624,0,0,0,0,0,0,0,0,85.51795,1
2511000,Cambridge,90989,15,28.5,10667,74.42160674,11.7233951356757,14250.430696946,5,810,0,0,0,0,0,0,92.68394,0
2513205,Chelsea,36556,22.6,27.2,2356,16.49946638,6.44490644490645,16593.735814798,0,0,1,0,0.273552905131852,0,0,0,90.46871,1
2513660,Chicopee,54816,12.9,35.3,1710,17.74051648,3.11952714535902,2401.57721796276,0,0,0,0,0,0,0,0,79.72899,0
2521990,Everett,42538,13.8,11.6,7120,16.12400416,16.7379754572382,12365.6976744186,0,0,0,0,0,0,0,0,91.2534,0
2523000,Fall River,87370,23.3,36.1,3459,13.90748178,3.95902483690054,2636.94805782754,1,12,0,0,0,0,0,0,89.64819,1
2523875,Fitchburg,38286,19.8,33.5,1446,20.84042932,3.77683748628742,1377.83855759888,0,0,0,0,0,0,0,0,76.96617,0
2529405,Haverhill,60549,12.2,12.5,1446,28.86163281,2.38814844175791,1839.78001276169,0,0,0,0,0,0,0,0,72.60476,0
2530840,Holyoke,39081,30.1,32.9,1725,23.39491277,4.4139095724265,1841.01187111362,0,0,0,0,0,0,0,0,84.18363,1
2534550,Lawrence,76583,28.5,26.9,5357,11.95960663,6.99502500554954,11031.8352059925,0,0,0,0,0,0,1,0,89.23141,1
2535075,Leominster,40543,11.7,9,2088,26.4128104,5.15008756135461,1405.49816265687,0,0,0,0,0,0,0,1,72.35096,0
2537000,Lowell,104183,19.1,21.6,7262,21.61009599,6.97042703704059,7661.64141785557,0,0,0,0,0,0,0,0,80.59985,0
2537490,Lynn,90610,20.9,20.2,11352,19.34974693,12.5284184968547,8459.52758846046,0,0,1,1,0.110363094581172,0.110363094581172,0,1,88.02617,0
2537875,Malden,60150,16.8,22.6,7963,31.77172466,13.238570241064,11885.0029638411,0,0,0,0,0,0,0,0,88.08283,0
2538715,Marlborough,38739,7.4,10.1,793,39.47226127,2.04703270605849,1856.47194134279,0,0,0,0,0,0,0,1,70.44503,0
2539835,Medford,54651,10.5,13.2,5075,45.22462235,9.2861978737809,6756.21213994313,1,0,0,0,0,0,0,0,86.5458,0
2540710,Methuen,47805,9.1,19,1645,28.94793625,3.44106265035038,2142.47299780397,0,0,0,0,0,0,0,0,75.40702,0
2545000,New Bedford,93034,24,29.6,6881,15.4647856,7.39622073650493,4667.10143473462,0,0,0,0,0,0,0,0,89.14022,1
2545560,Newton,79162,5.6,22.6,2497,76.33715846,3.15429120032339,4438.32697914331,1,500,0,0,0,0,1,0,85.0566,0
2552490,Peabody,51420,7.7,22,1266,28.97725768,2.46207701283547,3172.31167869702,0,0,0,0,0,0,0,0,79.85427,0
2553960,Pittsfield,43320,16.4,35.8,2518,26.22569334,5.81255771006463,1069.44478732071,0,0,0,0,0,0,0,0,81.79258,0
2555745,Quincy,91914,10,9.9,5201,40.18545789,5.65855038405466,5546.00856815302,0,0,0,0,0,0,0,0,80.64516,0
2556585,Revere,52979,15.5,12.2,2729,19.02728839,5.1510976047113,9332.21772062709,0,0,0,0,0,0,0,0,87.18326,0
2559105,Salem,40482,14.4,37.6,2452,38.14425843,6.05701299342918,4885.00060335465,0,0,0,0,0,0,0,0,83.86589,0
2562535,Somerville,74852,15.5,34.1,5696,55.41330265,7.60968310799979,18229.9074525085,0,0,0,0,0,0,0,0,92.57473,0
2567000,Springfield,148051,30.1,28.3,32374,17.95405506,21.8667891469831,4644.15445904828,0,0,3,2,0.202632876508771,0.13508858433918,0,0,85.57056,1
2569170,Taunton,55326,13.1,13.8,3065,18.62067186,5.53989082890504,1184.78703128681,0,0,0,0,0,0,0,0,81.00041,0
2572600,Waltham,54906,10.4,19.2,3275,48.22829907,5.96473973700506,4309.39486696492,1,75,0,0,0,0,0,1,78.64771,0
2576030,Westfield,38235,10.9,22.1,678,30.39861896,1.77324440957238,827.561577420891,0,0,1,0,0.261540473388257,0,0,0,61.5418,0
2581035,Woburn,38598,6.8,28,1822,35.40543398,4.72045183688274,3053.1561461794,0,0,0,0,0,0,0,0,78.90413,0
2582000,Worcester,171864,22,23.1,21873,30.24973712,12.7269236140204,4596.76901679683,3,420,0,0,0,0,0,0,83.32539,1
2603000,Ann Arbor,105161,22.6,26.2,8159,71.04776009,7.7585797016004,3781.95353520823,4,250,0,0,0,0,0,0,82.85613,0
2605920,Battle Creek,50833,21.8,34.3,9274,21.7077879,18.2440540593709,1193.23490058919,0,0,0,0,0,0,0,0,62.0718,1
2606020,Bay City,34193,23.6,47.5,927,16.32462687,2.71108121545346,3361.48250098309,0,0,0,0,0,0,0,1,66.81403,0
2621000,Dearborn,96362,28.6,17.3,3375,29.26578107,3.5024179655881,3977.95574636724,0,0,0,0,0,0,0,0,66.47455,0
2621020,Dearborn Heights,56483,19.4,28.9,4606,20.71260041,8.15466600570083,4809.92931959465,0,0,0,0,0,0,0,0,62.98605,0
2622000,Detroit,685058,39.8,39.5,556491,13.1297216,81.2326839479285,4937.3193706712,4,885,8,2,0.116778433358927,0.0291946083397318,0,0,97.51844,1
2624120,East Lansing,32245,42.9,47.4,2321,70.44020749,7.19801519615444,2372.0023539797,2,230,0,0,0,0,0,0,75.4156,0
2624290,Eastpointe,32446,23.5,34.6,12771,13.36063599,39.3607840719965,6316.13782363247,0,0,0,0,0,0,0,0,70.30663,0
2627440,Farmington Hills,80281,7.9,7,14876,52.99366575,18.5299136782053,2412.28966346154,0,0,0,0,0,0,0,1,61.21588,0
2629000,Flint,98297,41.6,45.5,54293,11.404408,55.2336286967049,2941.61479530764,0,0,4,3,0.406930018210118,0.305197513657589,1,0,89.02322,1
2634000,Grand Rapids,183823,26.7,43.7,39341,31.10061194,21.401565636509,4140.62394413785,0,0,0,0,0,0,0,0,66.20972,0
2641420,Jackson,32587,36.7,54.1,7576,15.08185125,23.2485346917482,3004.51779457865,0,0,0,0,0,0,0,0,66.08058,1
2642160,Kalamazoo,68112,35,46.6,14616,33.2591297,21.4587737843552,2759.91733862798,1,50,2,0,0.293634014564247,0,1,0,76.23952,1
2642820,Kentwood,49298,14.1,27.6,8276,33.21108901,16.787699298146,2358.30463069269,0,0,0,0,0,0,0,1,54.21552,0
2646000,Lansing,113788,29.4,36.5,24825,25.13633076,21.8168875452596,3161.12901433493,1,0,0,0,0,0,0,0,76.30739,1
2647800,Lincoln Park,37524,19.5,37.9,2134,8.248484608,5.68702696940625,6374.04450484118,0,0,0,0,0,0,0,0,68.67418,0
2649000,Livonia,94800,6.1,24,2581,36.06504823,2.72257383966245,2654.94160808805,0,0,0,0,0,0,0,0,50.140860000000004,0
2653780,Midland,40774,14.7,16.1,684,42.61531181,1.67753960857409,1216.5895867522,0,0,0,0,0,0,0,0,49.30993,0
2656320,Muskegon,32851,35.8,48.4,9988,13.03355832,30.4039450853855,2298.23702252693,0,0,0,0,0,0,0,0,80.48128,0
2659440,Novi,56421,6.4,21.5,4102,56.17495712,7.27034260293153,1864.41742118829,0,0,0,0,0,0,0,1,50.48669,0
2665440,Pontiac,58182,37.8,38.1,29825,11.13137646,51.2615585576295,2913.61610496269,0,0,0,0,0,0,1,0,88.26811,0
2665560,Portage,46933,11,39.1,2718,40.22539396,5.7912343127437,1453.48405078972,0,0,0,0,0,0,0,1,55.31429,0
2669035,Rochester Hills,71168,6.1,7.8,3890,52.71288166,5.46593974820144,2168.4338817794,0,0,0,0,0,0,0,1,48.59748,0
2669800,Roseville,47010,17.4,30.7,6791,10.37967598,14.4458625824293,4788.63196495874,0,0,0,0,0,0,0,0,64.17052,0
2670040,Royal Oak,58102,7.6,21.7,1872,51.22471681,3.22192007159822,4929.74715764466,0,0,0,0,0,0,0,0,62.32318,0
2670520,Saginaw,49564,35.5,44.9,22115,11.63562544,44.6190783633282,2858.69189064483,1,13,0,0,0,0,1,0,80.84189,1
2670760,St. Clair Shores,59517,9.9,18.1,2788,23.80037954,4.68437589260211,5151.64892235783,0,0,0,0,0,0,0,0,53.51176,0
2674900,Southfield,71282,15.2,13.5,49970,36.66946522,70.101848994136,2713.02428256071,0,0,2,1,0.280575741421397,0.140287870710698,0,0,89.0102,0
2676460,Sterling Heights,129846,13,13.9,6896,26.83303234,5.31090676647721,3556.93740583482,0,0,1,0,0.0770143092586603,0,0,1,53.78871,0
2679000,Taylor,61510,20.7,50,10003,9.740275636,16.2623963583157,2606.6872907573,0,0,0,0,0,0,0,0,65.20588,0
2680700,Troy,81941,7,11.7,3207,57.83363192,3.91379163056345,2448.63136504901,0,0,0,0,0,0,0,1,50.33247,0
2684000,Warren,133143,19.6,34,20218,16.93892322,15.185176839939,3871.67408182849,0,0,0,0,0,0,0,1,60.60362,0
2686000,Westland,82163,15.7,24.1,15206,17.80843669,18.50711390772,4021.68379833578,0,0,0,0,0,0,0,0,66.00413,0
2688940,Wyoming,72979,16.4,34.1,4026,20.44757883,5.51665547623289,2962.05049111129,0,0,0,0,0,0,0,0,51.04601,0
2701486,Andover,31224,3.8,4,374,32.70562882,1.19779656674353,921.687280455766,0,0,0,0,0,0,0,0,40.26694,0
2701900,Apple Valley,49598,6.9,34,2897,44.54578075,5.84096132908585,2942.27917185739,0,0,0,0,0,0,0,0,52.78387,0
2706382,Blaine,59150,5.1,10.7,2345,32.00292287,3.96449704142012,1747.62158009809,0,0,0,0,0,0,0,0,51.24872,0
2706616,Bloomington,84204,9,26.8,6464,39.87893579,7.67659493610755,2428.16771440106,1,1500,0,0,0,0,0,1,56.82971,0
2707948,Brooklyn Center,30307,20.1,31.8,8970,19.78829454,29.5971227769162,3809.32629462041,0,0,1,1,0.329956775662388,0.329956775662388,0,0,67.38746,0
2707966,Brooklyn Park,77269,12.8,22.1,19992,30.02446624,25.8732480037272,2963.79118560853,0,0,0,0,0,0,0,1,61.780029999999996,0
2708794,Burnsville,60572,11.2,33.2,7037,35.73021045,11.6175790794426,2432.41506706289,0,0,0,0,0,0,0,1,54.03442,0
2713114,Coon Rapids,61398,8.9,25.2,3139,25.66185103,5.11254438255318,2715.52410437859,0,0,0,0,0,0,0,1,51.60458,0
2713456,Cottage Grove,35090,6.5,23.8,1051,31.24581529,2.99515531490453,1042.54560579951,0,0,0,0,0,0,0,0,54.3988,0
2717000,Duluth,80521,22.7,65.9,2132,33.29145243,2.64775648588567,1186.61027439653,1,100,1,0,0.124191204778878,0,0,0,70.01121,0
2717288,Eagan,64805,7.1,24.7,3858,50.45496835,5.95324434842991,2082.62364623839,0,0,0,0,0,0,0,0,55.62953,0
2718116,Eden Prairie,61936,5.2,23.9,3402,60.79807692,5.49276672694394,1908.95361380798,0,0,2,0,0.322913975716869,0,0,1,51.52045,0
2718188,Edina,48774,4.2,30,1031,68.05317698,2.11383113954156,3155.871886121,0,0,0,0,0,0,0,0,56.00116,0
2731076,Inver Grove Heights,33990,9,15.7,1411,33.23828742,4.15122094733745,1224.64420825077,0,0,0,0,0,0,0,1,55.60986,0
2735180,Lakeville,57659,6.2,34.1,1073,46.29680617,1.86094104996618,1599.24002884562,0,0,0,0,0,0,0,0,44.8432,0
2739878,Mankato,36758,26,64,1382,34.38430377,3.75972577398117,2083.3144411698,0,0,2,0,0.544099243702051,0,0,1,60.97053,0
2740166,Maple Grove,64285,5.1,30.2,2430,49.44117513,3.78004200046667,1969.87804130661,0,0,0,0,0,0,0,1,47.5863,0
2740382,Maplewood,38471,10.2,20.6,2906,30.81596233,7.55374177952224,2265.5320652494,0,0,0,0,0,0,0,0,60.75888,0
2743000,Minneapolis,378923,22.6,48.1,68165,47.56100906,17.9891429129401,6916.79900699122,9,6940,2,1,0.0527811719003597,0.0263905859501799,0,0,82.87732,1
2743252,Minnetonka,50534,5.1,14.8,2127,55.85082208,4.2090473740452,1876.70368032087,0,0,1,0,0.197886571417264,0,0,1,58.12036,0
2743864,Moorhead,35122,15.9,40.8,774,34.46514004,2.20374693924036,1773.65922634077,0,0,0,0,0,0,0,0,59.92592,0
2751730,Plymouth,72016,6.2,25.3,3349,57.68236814,4.65035547656076,2203.60454086472,0,0,0,0,0,0,0,1,52.87362,0
2754214,Richfield,35644,13.8,24.2,3671,33.46284989,10.2990685669397,5067.38697753767,0,0,0,0,0,0,0,0,65.88696,0
2754880,Rochester,106974,9.7,39.8,6777,42.86310401,6.3351842503786,1993.92357875116,1,50,0,0,0,0,0,0,54.70757,0
2755852,Roseville,33153,10.3,8.2,2194,47.09954544,6.6178023104998,2549.44632420794,0,0,0,0,0,0,0,0,60.22412,0
2756896,St. Cloud,61327,23.7,60.2,5134,29.11038909,8.37151662399922,1531.60510476761,0,0,0,0,0,0,0,1,54.94362,0
2757220,St. Louis Park,45833,8.4,40,3354,55.15864677,7.31787140270111,4301.95231837807,0,0,1,0,0.218183404970218,0,0,0,70.02676,0
2758000,St. Paul,283972,22.9,42.9,44685,38.8889515,15.7357063372445,5463.20629484984,0,0,3,1,0.105644218444072,0.0352147394813573,0,0,77.15366,0
2759350,Shakopee,37586,7.1,13.1,1792,39.51595631,4.76773266641835,1344.37370341226,0,0,0,0,0,0,0,0,50.39769,0
2771428,Woodbury,64258,3.5,5.8,3542,57.41850746,5.5121541286688,1853.1506849315101,0,0,0,0,0,0,0,0,53.23773,0
2806220,Biloxi,41534,22.6,39,9091,23.56066356,21.8880916839216,1085.0052246604,0,0,0,0,0,0,0,1,37.1498,0
2829180,Greenville,33025,37,42.2,25690,20.26820655,77.7895533686601,1227.92340583752,0,0,0,0,0,0,0,1,61.91631,0
2829700,Gulfport,67765,25.5,37.2,24528,20.12852828,36.1956762340441,1216.60682226212,0,0,1,1,0.147568803954844,0.147568803954844,0,1,49.99748,0
2831020,Hattiesburg,42992,37.2,44.2,23163,32.74819583,53.8774655749907,799.806522426655,0,0,0,0,0,0,1,0,55.59828,0
2836000,Jackson,167412,29.9,33.6,134540,26.2064046,80.364609466466,1540.24215213631,1,100,1,1,0.0597328745848565,0.0597328745848565,1,0,81.52004,1
2846640,Meridian,39399,33.7,43.2,23994,21.83450829,60.9000228432194,733.168335256243,0,0,1,1,0.253813548567222,0.253813548567222,1,0,58.96985,0
2854040,Olive Branch,34405,7.4,12.6,8898,26.68269231,25.8625199825607,944.232510909241,0,0,0,0,0,0,0,1,29.63251,0
2869280,Southaven,49990,10.3,14.9,11977,21.07342668,23.9587917583517,1437.77502948028,0,0,1,1,0.2000400080016,0.2000400080016,0,1,31.36043,0
2874840,Tupelo,34430,24.5,43.6,13383,29.14052841,38.8701713621841,673.052487537875,0,0,1,0,0.290444379901249,0,0,0,48.71392,0
2903160,Ballwin,30396,3.5,0.1,695,53.62983269,2.28648506382419,3382.21876043173,0,0,0,0,0,0,0,0,40.52457,0
2906652,Blue Springs,52504,9.3,15.4,3924,30.405228,7.4737162882828,2332.0600515235,0,0,0,0,0,0,1,1,43.96996,0
2911242,Cape Girardeau,35543,24.7,54.5,4712,33.58500391,13.2571814421968,1270.61809602116,0,0,0,0,0,0,0,1,39.64423,0
2913600,Chesterfield,46706,4.8,5.4,1566,65.46026751,3.35288827987839,1468.00352024139,0,0,0,0,0,0,0,1,39.57593,0
2915670,Columbia,104086,24.9,35.5,11283,56.42310648,10.8400745537344,1664.12457831711,6,720,0,0,0,0,0,1,61.44397,0
2924778,Florissant,51372,8.2,9.1,14505,23.29332226,28.2352254146228,4130.24602026049,1,20,0,0,0,0,0,0,68.20353,0
2935000,Independence,115758,17.1,34,8011,17.62526662,6.9204720192124896,1491.68835854746,0,0,1,0,0.0863871179529709,0,0,0,52.19199,0
2937000,Jefferson City,38698,17,44.5,5585,37.14491599,14.4322704015711,1079.05083233416,0,0,0,0,0,0,0,1,42.11463,0
2937592,Joplin,48874,19,51.7,1705,22.44171182,3.48856242582968,1561.27012522361,0,0,1,0,0.204607766910832,0,0,0,37.18437,0
2938000,Kansas City,457040,19.4,31.7,133421,31.82266106,29.1924120427096,1453.75892615742,3,75,7,1,0.153159460878698,0.0218799229826711,1,0,70.53348,1
2941348,Lee's Summit,92059,6.6,17,7997,42.86784662,8.68682040865097,1455.47826086957,0,0,0,0,0,0,0,0,43.75331,0
2954074,O'Fallon,81550,4.9,6.5,3456,37.56654879,4.23789086450031,2798.94288852279,0,0,1,0,0.122624156958921,0,0,0,45.52385,0
2964082,St. Charles,61959,11.5,25,4265,35.41022482,6.88358430575058,2623.1583403895,0,0,1,0,0.161397052889814,0,0,1,50.00952,0
2964550,St. Joseph,73038,19.5,30.3,3801,20.01829864,5.20414031052329,1660.44513151613,1,21,1,0,0.136915030532052,0,0,1,51.12688,0
2965000,St. Louis,308873,27.8,39.2,149191,30.8429991,48.301729189667,4991.80619303122,32,7249,11,10,0.356133427007217,0.323757660915651,0,0,84.35023,1
2965126,St. Peters,53969,3.7,2.6,2462,34.3522873,4.56187811521429,2418.39935472307,0,0,0,0,0,0,0,0,47.16689,0
2970000,Springfield,151492,26.4,43.7,5761,27.06321134,3.80284107411612,1862.06472706712,1,75,3,0,0.19803025902357899,0,0,1,46.59344,1
2975220,University City,34910,17.6,16.9,12969,52.95705423,37.1498138069321,5915.94644975428,0,0,0,0,0,0,0,0,81.31753,0
2978442,Wentzville,31319,4.6,33.8,1451,31.09963862,4.63297040135381,1578.57862903226,0,0,0,0,0,0,0,1,41.70007,0
2979820,Wildwood,35612,4.1,7.5,573,65.84048438,1.60900819948332,536.115376509198,0,0,0,0,0,0,0,1,37.82,0
3103950,Bellevue,52341,11.6,19.4,3442,28.07176196,6.57610668500793,3937.48589483187,0,0,1,0,0.191054813626029,0,1,1,45.16791,0
3119595,Grand Island,48957,17.2,44.1,1253,17.40120606,2.55938885144106,1800.15443447566,0,0,0,0,0,0,0,0,37.84904,0
3128000,Lincoln,252540,16.2,38.9,10139,36.74850389,4.01480953512315,2899.05982022936,0,0,1,0,0.0395976874950503,0,0,0,52.38207,0
3137000,Omaha,424669,16.8,34.1,53957,34.12491738,12.7056601729818,3343.58711912448,0,0,4,1,0.0941910052299556,0.0235477513074889,0,1,53.71749,0
3209700,Carson City,52598,17.1,0.5,572,21.06555365,1.08749382105783,363.589860572503,1,25,0,0,0,0,0,0,50.42342,0
3231900,Henderson,264247,10.2,28.4,15246,30.8349452,5.76960192547124,2449.90728722418,0,0,3,0,0.11353014414544,0,0,0,52.17665,0
